regionId;regionName;partyId;partyName;candidateId;candidateName;col6
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;105;Иван Красимиров Герчев;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;106;Иванка Георгиева Кехайова;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;107;Соня Валериева Влахова;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;108;Евгени Генчев Будинов;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;109;Васил Георгиев Чолаков;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;110;Мария Димитрова Мутафчиева;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;111;Илия Филипов Сидеров;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;112;Давид Стоименов Петров;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;113;Мариела Георгиева Весалова;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;114;Муса Ахмедов Ръджов;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;115;Тони Иванова Чаушева;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;116;Галина Петрова Милчева;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;117;Фатиме Мехмед Пешова;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;118;Селван Исмаил Читак;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;119;Антоанета Йорданова Дивилска;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;120;Стойчо Тодоров Томов;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;121;Ибрахим Ибрахим Пенда;
1;01. БЛАГОЕВГРАД;15;ГЕРБ-СДС;122;Стефан Апостолов Апостолов;
1;01. БЛАГОЕВГРАД;16;КП ТРЕТИ МАРТ;101;Александър Пламенов Стамболийски;
1;01. БЛАГОЕВГРАД;16;КП ТРЕТИ МАРТ;102;Илия Славчев Трунгов;
1;01. БЛАГОЕВГРАД;16;КП ТРЕТИ МАРТ;103;Калинка Иванова Йорданова;
1;01. БЛАГОЕВГРАД;16;КП ТРЕТИ МАРТ;104;Петър Асенов Мазурски;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;101;Делян Славчев Пеевски;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;102;Джевдет Ибрям Чакъров;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;103;Арбен Мустафов Мименов;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;104;Феим Ахмед Иса;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;105;Мехмед Касъм Вакльов;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;106;Радослав Сабинов Ревански;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;107;Фатима Исмаил Йълдъс;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;108;Фазли Аиролов Ролев;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;109;Ибраим Ибраимов Зайденов;
